tourney,id,winner_name,wins
Cincinnati Masters 1997,70,Michael Chang,7
Cincinnati Masters 1997,70,Boris Becker,5
Cincinnati Masters 1997,70,Jim Courier,5
Cincinnati Masters 1997,70,Sergi Bruguera,2
Cincinnati Masters 1997,70,Karel Novacek,1
Cincinnati Masters 1997,70,Emilio Sanchez,1
Cincinnati Masters 1997,70,Guy Forget,2
Cincinnati Masters 1997,70,Pete Sampras,8
Cincinnati Masters 1997,70,Goran Ivanisevic,2
Cincinnati Masters 1997,70,Michael Stich,2
Cincinnati Masters 1997,70,Mikael Pernfors,1
Cincinnati Masters 1997,70,Andrei Medvedev,4
Cincinnati Masters 1997,70,Roberto Carretero,1
Cincinnati Masters 1997,70,Wayne Ferreira,1
Cincinnati Masters 1997,70,Thomas Enqvist,1
Cincinnati Masters 1997,70,Marcelo Rios,1
Cincinnati Masters 1997,70,Alex Corretja,1
Cincinnati Masters 1997,70,Chris Woodruff,1
Cincinnati Masters 1997,70,Petr Korda,0
Cincinnati Masters 1997,70,Carlos Moya,0
Cincinnati Masters 1997,70,Albert Costa,0
Cincinnati Masters 1997,70,Patrick Rafter,0
Cincinnati Masters 1997,70,Richard Krajicek,0
Cincinnati Masters 1997,70,Greg Rusedski,0
Cincinnati Masters 1997,70,Mark Philippoussis,0
Cincinnati Masters 1997,70,Gustavo Kuerten,0
Cincinnati Masters 1997,70,Thomas Johansson,0
Cincinnati Masters 1997,70,Cedric Pioline,0
Cincinnati Masters 1997,70,Magnus Norman,0
Cincinnati Masters 1997,70,Marat Safin,0
Cincinnati Masters 1997,70,Juan Carlos Ferrero,0
Cincinnati Masters 1997,70,Albert Portas,0
Cincinnati Masters 1997,70,Andrei Pavel,0
Cincinnati Masters 1997,70,Tommy Haas,0
Cincinnati Masters 1997,70,Sebastien Grosjean,0
Cincinnati Masters 1997,70,Lleyton Hewitt,0
Cincinnati Masters 1997,70,Roger Federer,0
Cincinnati Masters 1997,70,Guillermo Canas,0
Cincinnati Masters 1997,70,Felix Mantilla,0
Cincinnati Masters 1997,70,Guillermo Coria,0
Cincinnati Masters 1997,70,Andy Roddick,0
Cincinnati Masters 1997,70,Tim Henman,0
Cincinnati Masters 1997,70,Rafael Nadal,0
Cincinnati Masters 1997,70,Tomas Berdych,0
Cincinnati Masters 1997,70,Tommy Robredo,0
Cincinnati Masters 1997,70,Nikolay Davydenko,0
Cincinnati Masters 1997,70,Novak Djokovic,0
Cincinnati Masters 1997,70,David Nalbandian,0
Cincinnati Masters 1997,70,Andy Murray,0
Cincinnati Masters 1997,70,Jo-Wilfried Tsonga,0
Cincinnati Masters 1997,70,Ivan Ljubicic,0
Cincinnati Masters 1997,70,Robin Soderling,0
Cincinnati Masters 1997,70,David Ferrer,0
Cincinnati Masters 1997,70,Stan Wawrinka,0
Cincinnati Masters 1997,70,Marin Cilic,0
Cincinnati Masters 1997,70,Alexander Zverev,0
Cincinnati Masters 1997,70,Grigor Dimitrov,0
Cincinnati Masters 1997,70,Jack Sock,0
Cincinnati Masters 1997,70,Juan Martin del Potro,0
Cincinnati Masters 1997,70,John Isner,0
Cincinnati Masters 1997,70,Karen Khachanov,0
Cincinnati Masters 1997,70,Dominic Thiem,0
Cincinnati Masters 1997,70,Fabio Fognini,0
Cincinnati Masters 1997,70,Daniil Medvedev,0
Cincinnati Masters 1997,70,Hubert Hurkacz,0
Stuttgart Masters 1997,71,Stefan Edberg,4
Stuttgart Masters 1997,71,Andre Agassi,9
Stuttgart Masters 1997,71,Andrei Chesnokov,2
Stuttgart Masters 1997,71,Juan Aguilera,1
Stuttgart Masters 1997,71,Thomas Muster,8
Stuttgart Masters 1997,71,Michael Chang,7
Stuttgart Masters 1997,71,Boris Becker,5
Stuttgart Masters 1997,71,Jim Courier,5
Stuttgart Masters 1997,71,Sergi Bruguera,2
Stuttgart Masters 1997,71,Karel Novacek,1
Stuttgart Masters 1997,71,Emilio Sanchez,1
Stuttgart Masters 1997,71,Guy Forget,2
Stuttgart Masters 1997,71,Pete Sampras,8
Stuttgart Masters 1997,71,Goran Ivanisevic,2
Stuttgart Masters 1997,71,Michael Stich,2
Stuttgart Masters 1997,71,Mikael Pernfors,1
Stuttgart Masters 1997,71,Andrei Medvedev,4
Stuttgart Masters 1997,71,Roberto Carretero,1
Stuttgart Masters 1997,71,Wayne Ferreira,1
Stuttgart Masters 1997,71,Thomas Enqvist,1
Stuttgart Masters 1997,71,Marcelo Rios,1
Stuttgart Masters 1997,71,Alex Corretja,1
Stuttgart Masters 1997,71,Chris Woodruff,1
Stuttgart Masters 1997,71,Petr Korda,1
Stuttgart Masters 1997,71,Carlos Moya,0
Stuttgart Masters 1997,71,Albert Costa,0
Stuttgart Masters 1997,71,Patrick Rafter,0
Stuttgart Masters 1997,71,Richard Krajicek,0
Stuttgart Masters 1997,71,Greg Rusedski,0
Stuttgart Masters 1997,71,Mark Philippoussis,0
Stuttgart Masters 1997,71,Gustavo Kuerten,0
Stuttgart Masters 1997,71,Thomas Johansson,0
Stuttgart Masters 1997,71,Cedric Pioline,0
Stuttgart Masters 1997,71,Magnus Norman,0
Stuttgart Masters 1997,71,Marat Safin,0
Stuttgart Masters 1997,71,Juan Carlos Ferrero,0
Stuttgart Masters 1997,71,Albert Portas,0
Stuttgart Masters 1997,71,Andrei Pavel,0
Stuttgart Masters 1997,71,Tommy Haas,0
Stuttgart Masters 1997,71,Sebastien Grosjean,0
Stuttgart Masters 1997,71,Lleyton Hewitt,0
Stuttgart Masters 1997,71,Roger Federer,0
Stuttgart Masters 1997,71,Guillermo Canas,0
Stuttgart Masters 1997,71,Felix Mantilla,0
Stuttgart Masters 1997,71,Guillermo Coria,0
Stuttgart Masters 1997,71,Andy Roddick,0
Stuttgart Masters 1997,71,Tim Henman,0
Stuttgart Masters 1997,71,Rafael Nadal,0
Stuttgart Masters 1997,71,Tomas Berdych,0
Stuttgart Masters 1997,71,Tommy Robredo,0
Stuttgart Masters 1997,71,Nikolay Davydenko,0
Stuttgart Masters 1997,71,Novak Djokovic,0
Stuttgart Masters 1997,71,David Nalbandian,0
Stuttgart Masters 1997,71,Andy Murray,0
Stuttgart Masters 1997,71,Jo-Wilfried Tsonga,0
Stuttgart Masters 1997,71,Ivan Ljubicic,0
Stuttgart Masters 1997,71,Robin Soderling,0
Stuttgart Masters 1997,71,David Ferrer,0
Stuttgart Masters 1997,71,Stan Wawrinka,0
Stuttgart Masters 1997,71,Marin Cilic,0
Stuttgart Masters 1997,71,Alexander Zverev,0
Stuttgart Masters 1997,71,Grigor Dimitrov,0
Stuttgart Masters 1997,71,Jack Sock,0
Stuttgart Masters 1997,71,Juan Martin del Potro,0
Stuttgart Masters 1997,71,John Isner,0
Stuttgart Masters 1997,71,Karen Khachanov,0
Stuttgart Masters 1997,71,Dominic Thiem,0
Stuttgart Masters 1997,71,Fabio Fognini,0
Stuttgart Masters 1997,71,Daniil Medvedev,0
Stuttgart Masters 1997,71,Hubert Hurkacz,0
Paris Masters 1997,72,Stefan Edberg,4
Paris Masters 1997,72,Andre Agassi,9
Paris Masters 1997,72,Andrei Chesnokov,2
Paris Masters 1997,72,Juan Aguilera,1
Paris Masters 1997,72,Thomas Muster,8
Paris Masters 1997,72,Michael Chang,7
Paris Masters 1997,72,Boris Becker,5
Paris Masters 1997,72,Jim Courier,5
Paris Masters 1997,72,Sergi Bruguera,2
Paris Masters 1997,72,Karel Novacek,1
Paris Masters 1997,72,Emilio Sanchez,1
Paris Masters 1997,72,Guy Forget,2
Paris Masters 1997,72,Pete Sampras,9
Paris Masters 1997,72,Goran Ivanisevic,2
Paris Masters 1997,72,Michael Stich,2
Paris Masters 1997,72,Mikael Pernfors,1
Paris Masters 1997,72,Andrei Medvedev,4
Paris Masters 1997,72,Roberto Carretero,1
Paris Masters 1997,72,Wayne Ferreira,1
Paris Masters 1997,72,Thomas Enqvist,1
Paris Masters 1997,72,Marcelo Rios,1
Paris Masters 1997,72,Alex Corretja,1
Paris Masters 1997,72,Chris Woodruff,1
Paris Masters 1997,72,Petr Korda,1
Paris Masters 1997,72,Carlos Moya,0
Paris Masters 1997,72,Albert Costa,0
Paris Masters 1997,72,Patrick Rafter,0
Paris Masters 1997,72,Richard Krajicek,0
Paris Masters 1997,72,Greg Rusedski,0
Paris Masters 1997,72,Mark Philippoussis,0
Paris Masters 1997,72,Gustavo Kuerten,0
Paris Masters 1997,72,Thomas Johansson,0
Paris Masters 1997,72,Cedric Pioline,0
Paris Masters 1997,72,Magnus Norman,0
Paris Masters 1997,72,Marat Safin,0
Paris Masters 1997,72,Juan Carlos Ferrero,0
Paris Masters 1997,72,Albert Portas,0
Paris Masters 1997,72,Andrei Pavel,0
Paris Masters 1997,72,Tommy Haas,0
Paris Masters 1997,72,Sebastien Grosjean,0
Paris Masters 1997,72,Lleyton Hewitt,0
Paris Masters 1997,72,Roger Federer,0
Paris Masters 1997,72,Guillermo Canas,0
Paris Masters 1997,72,Felix Mantilla,0
Paris Masters 1997,72,Guillermo Coria,0
Paris Masters 1997,72,Andy Roddick,0
Paris Masters 1997,72,Tim Henman,0
Paris Masters 1997,72,Rafael Nadal,0
Paris Masters 1997,72,Tomas Berdych,0
Paris Masters 1997,72,Tommy Robredo,0
Paris Masters 1997,72,Nikolay Davydenko,0
Paris Masters 1997,72,Novak Djokovic,0
Paris Masters 1997,72,David Nalbandian,0
Paris Masters 1997,72,Andy Murray,0
Paris Masters 1997,72,Jo-Wilfried Tsonga,0
Paris Masters 1997,72,Ivan Ljubicic,0
Paris Masters 1997,72,Robin Soderling,0
Paris Masters 1997,72,David Ferrer,0
Paris Masters 1997,72,Stan Wawrinka,0
Paris Masters 1997,72,Marin Cilic,0
Paris Masters 1997,72,Alexander Zverev,0
Paris Masters 1997,72,Grigor Dimitrov,0
Paris Masters 1997,72,Jack Sock,0
Paris Masters 1997,72,Juan Martin del Potro,0
Paris Masters 1997,72,John Isner,0
Paris Masters 1997,72,Karen Khachanov,0
Paris Masters 1997,72,Dominic Thiem,0
Paris Masters 1997,72,Fabio Fognini,0
Paris Masters 1997,72,Daniil Medvedev,0
Paris Masters 1997,72,Hubert Hurkacz,0
Indian Wells Masters 1998,73,Stefan Edberg,4
Indian Wells Masters 1998,73,Andre Agassi,9
Indian Wells Masters 1998,73,Andrei Chesnokov,2
Indian Wells Masters 1998,73,Juan Aguilera,1
Indian Wells Masters 1998,73,Thomas Muster,8
Indian Wells Masters 1998,73,Michael Chang,7
Indian Wells Masters 1998,73,Boris Becker,5
Indian Wells Masters 1998,73,Jim Courier,5
Indian Wells Masters 1998,73,Sergi Bruguera,2
Indian Wells Masters 1998,73,Karel Novacek,1
Indian Wells Masters 1998,73,Emilio Sanchez,1
Indian Wells Masters 1998,73,Guy Forget,2
Indian Wells Masters 1998,73,Pete Sampras,9
Indian Wells Masters 1998,73,Goran Ivanisevic,2
Indian Wells Masters 1998,73,Michael Stich,2
Indian Wells Masters 1998,73,Mikael Pernfors,1
Indian Wells Masters 1998,73,Andrei Medvedev,4
Indian Wells Masters 1998,73,Roberto Carretero,1
Indian Wells Masters 1998,73,Wayne Ferreira,1
Indian Wells Masters 1998,73,Thomas Enqvist,1
Indian Wells Masters 1998,73,Marcelo Rios,2
Indian Wells Masters 1998,73,Alex Corretja,1
Indian Wells Masters 1998,73,Chris Woodruff,1
Indian Wells Masters 1998,73,Petr Korda,1
Indian Wells Masters 1998,73,Carlos Moya,0
Indian Wells Masters 1998,73,Albert Costa,0
Indian Wells Masters 1998,73,Patrick Rafter,0
Indian Wells Masters 1998,73,Richard Krajicek,0
Indian Wells Masters 1998,73,Greg Rusedski,0
Indian Wells Masters 1998,73,Mark Philippoussis,0
Indian Wells Masters 1998,73,Gustavo Kuerten,0
Indian Wells Masters 1998,73,Thomas Johansson,0
Indian Wells Masters 1998,73,Cedric Pioline,0
Indian Wells Masters 1998,73,Magnus Norman,0
Indian Wells Masters 1998,73,Marat Safin,0
Indian Wells Masters 1998,73,Juan Carlos Ferrero,0
Indian Wells Masters 1998,73,Albert Portas,0
Indian Wells Masters 1998,73,Andrei Pavel,0
Indian Wells Masters 1998,73,Tommy Haas,0
Indian Wells Masters 1998,73,Sebastien Grosjean,0
Indian Wells Masters 1998,73,Lleyton Hewitt,0
Indian Wells Masters 1998,73,Roger Federer,0
Indian Wells Masters 1998,73,Guillermo Canas,0
Indian Wells Masters 1998,73,Felix Mantilla,0
Indian Wells Masters 1998,73,Guillermo Coria,0
Indian Wells Masters 1998,73,Andy Roddick,0
Indian Wells Masters 1998,73,Tim Henman,0
Indian Wells Masters 1998,73,Rafael Nadal,0
Indian Wells Masters 1998,73,Tomas Berdych,0
Indian Wells Masters 1998,73,Tommy Robredo,0
Indian Wells Masters 1998,73,Nikolay Davydenko,0
Indian Wells Masters 1998,73,Novak Djokovic,0
Indian Wells Masters 1998,73,David Nalbandian,0
Indian Wells Masters 1998,73,Andy Murray,0
Indian Wells Masters 1998,73,Jo-Wilfried Tsonga,0
Indian Wells Masters 1998,73,Ivan Ljubicic,0
Indian Wells Masters 1998,73,Robin Soderling,0
Indian Wells Masters 1998,73,David Ferrer,0
Indian Wells Masters 1998,73,Stan Wawrinka,0
Indian Wells Masters 1998,73,Marin Cilic,0
Indian Wells Masters 1998,73,Alexander Zverev,0
Indian Wells Masters 1998,73,Grigor Dimitrov,0
Indian Wells Masters 1998,73,Jack Sock,0
Indian Wells Masters 1998,73,Juan Martin del Potro,0
Indian Wells Masters 1998,73,John Isner,0
Indian Wells Masters 1998,73,Karen Khachanov,0
Indian Wells Masters 1998,73,Dominic Thiem,0
Indian Wells Masters 1998,73,Fabio Fognini,0
Indian Wells Masters 1998,73,Daniil Medvedev,0
Indian Wells Masters 1998,73,Hubert Hurkacz,0
Miami Masters 1998,74,Stefan Edberg,4
Miami Masters 1998,74,Andre Agassi,9
Miami Masters 1998,74,Andrei Chesnokov,2
Miami Masters 1998,74,Juan Aguilera,1
Miami Masters 1998,74,Thomas Muster,8
Miami Masters 1998,74,Michael Chang,7
Miami Masters 1998,74,Boris Becker,5
Miami Masters 1998,74,Jim Courier,5
Miami Masters 1998,74,Sergi Bruguera,2
Miami Masters 1998,74,Karel Novacek,1
Miami Masters 1998,74,Emilio Sanchez,1
Miami Masters 1998,74,Guy Forget,2
Miami Masters 1998,74,Pete Sampras,9
Miami Masters 1998,74,Goran Ivanisevic,2
Miami Masters 1998,74,Michael Stich,2
Miami Masters 1998,74,Mikael Pernfors,1
Miami Masters 1998,74,Andrei Medvedev,4
Miami Masters 1998,74,Roberto Carretero,1
Miami Masters 1998,74,Wayne Ferreira,1
Miami Masters 1998,74,Thomas Enqvist,1
Miami Masters 1998,74,Marcelo Rios,3
Miami Masters 1998,74,Alex Corretja,1
Miami Masters 1998,74,Chris Woodruff,1
Miami Masters 1998,74,Petr Korda,1
Miami Masters 1998,74,Carlos Moya,0
Miami Masters 1998,74,Albert Costa,0
Miami Masters 1998,74,Patrick Rafter,0
Miami Masters 1998,74,Richard Krajicek,0
Miami Masters 1998,74,Greg Rusedski,0
Miami Masters 1998,74,Mark Philippoussis,0
Miami Masters 1998,74,Gustavo Kuerten,0
Miami Masters 1998,74,Thomas Johansson,0
Miami Masters 1998,74,Cedric Pioline,0
Miami Masters 1998,74,Magnus Norman,0
Miami Masters 1998,74,Marat Safin,0
Miami Masters 1998,74,Juan Carlos Ferrero,0
Miami Masters 1998,74,Albert Portas,0
Miami Masters 1998,74,Andrei Pavel,0
Miami Masters 1998,74,Tommy Haas,0
Miami Masters 1998,74,Sebastien Grosjean,0
Miami Masters 1998,74,Lleyton Hewitt,0
Miami Masters 1998,74,Roger Federer,0
Miami Masters 1998,74,Guillermo Canas,0
Miami Masters 1998,74,Felix Mantilla,0
Miami Masters 1998,74,Guillermo Coria,0
Miami Masters 1998,74,Andy Roddick,0
Miami Masters 1998,74,Tim Henman,0
Miami Masters 1998,74,Rafael Nadal,0
Miami Masters 1998,74,Tomas Berdych,0
Miami Masters 1998,74,Tommy Robredo,0
Miami Masters 1998,74,Nikolay Davydenko,0
Miami Masters 1998,74,Novak Djokovic,0
Miami Masters 1998,74,David Nalbandian,0
Miami Masters 1998,74,Andy Murray,0
Miami Masters 1998,74,Jo-Wilfried Tsonga,0
Miami Masters 1998,74,Ivan Ljubicic,0
Miami Masters 1998,74,Robin Soderling,0
Miami Masters 1998,74,David Ferrer,0
Miami Masters 1998,74,Stan Wawrinka,0
Miami Masters 1998,74,Marin Cilic,0
Miami Masters 1998,74,Alexander Zverev,0
Miami Masters 1998,74,Grigor Dimitrov,0
Miami Masters 1998,74,Jack Sock,0
Miami Masters 1998,74,Juan Martin del Potro,0
Miami Masters 1998,74,John Isner,0
Miami Masters 1998,74,Karen Khachanov,0
Miami Masters 1998,74,Dominic Thiem,0
Miami Masters 1998,74,Fabio Fognini,0
Miami Masters 1998,74,Daniil Medvedev,0
Miami Masters 1998,74,Hubert Hurkacz,0
Monte Carlo Masters 1998,75,Stefan Edberg,4
Monte Carlo Masters 1998,75,Andre Agassi,9
Monte Carlo Masters 1998,75,Andrei Chesnokov,2
Monte Carlo Masters 1998,75,Juan Aguilera,1
Monte Carlo Masters 1998,75,Thomas Muster,8
Monte Carlo Masters 1998,75,Michael Chang,7
Monte Carlo Masters 1998,75,Boris Becker,5
Monte Carlo Masters 1998,75,Jim Courier,5
Monte Carlo Masters 1998,75,Sergi Bruguera,2
Monte Carlo Masters 1998,75,Karel Novacek,1
Monte Carlo Masters 1998,75,Emilio Sanchez,1
Monte Carlo Masters 1998,75,Guy Forget,2
Monte Carlo Masters 1998,75,Pete Sampras,9
Monte Carlo Masters 1998,75,Goran Ivanisevic,2
Monte Carlo Masters 1998,75,Michael Stich,2
Monte Carlo Masters 1998,75,Mikael Pernfors,1
Monte Carlo Masters 1998,75,Andrei Medvedev,4
Monte Carlo Masters 1998,75,Roberto Carretero,1
Monte Carlo Masters 1998,75,Wayne Ferreira,1
Monte Carlo Masters 1998,75,Thomas Enqvist,1
Monte Carlo Masters 1998,75,Marcelo Rios,3
Monte Carlo Masters 1998,75,Alex Corretja,1
Monte Carlo Masters 1998,75,Chris Woodruff,1
Monte Carlo Masters 1998,75,Petr Korda,1
Monte Carlo Masters 1998,75,Carlos Moya,1
Monte Carlo Masters 1998,75,Albert Costa,0
Monte Carlo Masters 1998,75,Patrick Rafter,0
Monte Carlo Masters 1998,75,Richard Krajicek,0
Monte Carlo Masters 1998,75,Greg Rusedski,0
Monte Carlo Masters 1998,75,Mark Philippoussis,0
Monte Carlo Masters 1998,75,Gustavo Kuerten,0
Monte Carlo Masters 1998,75,Thomas Johansson,0
Monte Carlo Masters 1998,75,Cedric Pioline,0
Monte Carlo Masters 1998,75,Magnus Norman,0
Monte Carlo Masters 1998,75,Marat Safin,0
Monte Carlo Masters 1998,75,Juan Carlos Ferrero,0
Monte Carlo Masters 1998,75,Albert Portas,0
Monte Carlo Masters 1998,75,Andrei Pavel,0
Monte Carlo Masters 1998,75,Tommy Haas,0
Monte Carlo Masters 1998,75,Sebastien Grosjean,0
Monte Carlo Masters 1998,75,Lleyton Hewitt,0
Monte Carlo Masters 1998,75,Roger Federer,0
Monte Carlo Masters 1998,75,Guillermo Canas,0
Monte Carlo Masters 1998,75,Felix Mantilla,0
Monte Carlo Masters 1998,75,Guillermo Coria,0
Monte Carlo Masters 1998,75,Andy Roddick,0
Monte Carlo Masters 1998,75,Tim Henman,0
Monte Carlo Masters 1998,75,Rafael Nadal,0
Monte Carlo Masters 1998,75,Tomas Berdych,0
Monte Carlo Masters 1998,75,Tommy Robredo,0
Monte Carlo Masters 1998,75,Nikolay Davydenko,0
Monte Carlo Masters 1998,75,Novak Djokovic,0
Monte Carlo Masters 1998,75,David Nalbandian,0
Monte Carlo Masters 1998,75,Andy Murray,0
Monte Carlo Masters 1998,75,Jo-Wilfried Tsonga,0
Monte Carlo Masters 1998,75,Ivan Ljubicic,0
Monte Carlo Masters 1998,75,Robin Soderling,0
Monte Carlo Masters 1998,75,David Ferrer,0
Monte Carlo Masters 1998,75,Stan Wawrinka,0
Monte Carlo Masters 1998,75,Marin Cilic,0
Monte Carlo Masters 1998,75,Alexander Zverev,0
Monte Carlo Masters 1998,75,Grigor Dimitrov,0
Monte Carlo Masters 1998,75,Jack Sock,0
Monte Carlo Masters 1998,75,Juan Martin del Potro,0
Monte Carlo Masters 1998,75,John Isner,0
Monte Carlo Masters 1998,75,Karen Khachanov,0
Monte Carlo Masters 1998,75,Dominic Thiem,0
Monte Carlo Masters 1998,75,Fabio Fognini,0
Monte Carlo Masters 1998,75,Daniil Medvedev,0
Monte Carlo Masters 1998,75,Hubert Hurkacz,0
Hamburg Masters 1998,76,Stefan Edberg,4
Hamburg Masters 1998,76,Andre Agassi,9
Hamburg Masters 1998,76,Andrei Chesnokov,2
Hamburg Masters 1998,76,Juan Aguilera,1
Hamburg Masters 1998,76,Thomas Muster,8
Hamburg Masters 1998,76,Michael Chang,7
Hamburg Masters 1998,76,Boris Becker,5
Hamburg Masters 1998,76,Jim Courier,5
Hamburg Masters 1998,76,Sergi Bruguera,2
Hamburg Masters 1998,76,Karel Novacek,1
Hamburg Masters 1998,76,Emilio Sanchez,1
Hamburg Masters 1998,76,Guy Forget,2
Hamburg Masters 1998,76,Pete Sampras,9
Hamburg Masters 1998,76,Goran Ivanisevic,2
Hamburg Masters 1998,76,Michael Stich,2
Hamburg Masters 1998,76,Mikael Pernfors,1
Hamburg Masters 1998,76,Andrei Medvedev,4
Hamburg Masters 1998,76,Roberto Carretero,1
Hamburg Masters 1998,76,Wayne Ferreira,1
Hamburg Masters 1998,76,Thomas Enqvist,1
Hamburg Masters 1998,76,Marcelo Rios,3
Hamburg Masters 1998,76,Alex Corretja,1
Hamburg Masters 1998,76,Chris Woodruff,1
Hamburg Masters 1998,76,Petr Korda,1
Hamburg Masters 1998,76,Carlos Moya,1
Hamburg Masters 1998,76,Albert Costa,1
Hamburg Masters 1998,76,Patrick Rafter,0
Hamburg Masters 1998,76,Richard Krajicek,0
Hamburg Masters 1998,76,Greg Rusedski,0
Hamburg Masters 1998,76,Mark Philippoussis,0
Hamburg Masters 1998,76,Gustavo Kuerten,0
Hamburg Masters 1998,76,Thomas Johansson,0
Hamburg Masters 1998,76,Cedric Pioline,0
Hamburg Masters 1998,76,Magnus Norman,0
Hamburg Masters 1998,76,Marat Safin,0
Hamburg Masters 1998,76,Juan Carlos Ferrero,0
Hamburg Masters 1998,76,Albert Portas,0
Hamburg Masters 1998,76,Andrei Pavel,0
Hamburg Masters 1998,76,Tommy Haas,0
Hamburg Masters 1998,76,Sebastien Grosjean,0
Hamburg Masters 1998,76,Lleyton Hewitt,0
Hamburg Masters 1998,76,Roger Federer,0
Hamburg Masters 1998,76,Guillermo Canas,0
Hamburg Masters 1998,76,Felix Mantilla,0
Hamburg Masters 1998,76,Guillermo Coria,0
Hamburg Masters 1998,76,Andy Roddick,0
Hamburg Masters 1998,76,Tim Henman,0
Hamburg Masters 1998,76,Rafael Nadal,0
Hamburg Masters 1998,76,Tomas Berdych,0
Hamburg Masters 1998,76,Tommy Robredo,0
Hamburg Masters 1998,76,Nikolay Davydenko,0
Hamburg Masters 1998,76,Novak Djokovic,0
Hamburg Masters 1998,76,David Nalbandian,0
Hamburg Masters 1998,76,Andy Murray,0
Hamburg Masters 1998,76,Jo-Wilfried Tsonga,0
Hamburg Masters 1998,76,Ivan Ljubicic,0
Hamburg Masters 1998,76,Robin Soderling,0
Hamburg Masters 1998,76,David Ferrer,0
Hamburg Masters 1998,76,Stan Wawrinka,0
Hamburg Masters 1998,76,Marin Cilic,0
Hamburg Masters 1998,76,Alexander Zverev,0
Hamburg Masters 1998,76,Grigor Dimitrov,0
Hamburg Masters 1998,76,Jack Sock,0
Hamburg Masters 1998,76,Juan Martin del Potro,0
Hamburg Masters 1998,76,John Isner,0
Hamburg Masters 1998,76,Karen Khachanov,0
Hamburg Masters 1998,76,Dominic Thiem,0
Hamburg Masters 1998,76,Fabio Fognini,0
Hamburg Masters 1998,76,Daniil Medvedev,0
Hamburg Masters 1998,76,Hubert Hurkacz,0
Rome Masters 1998,77,Stefan Edberg,4
Rome Masters 1998,77,Andre Agassi,9
Rome Masters 1998,77,Andrei Chesnokov,2
Rome Masters 1998,77,Juan Aguilera,1
Rome Masters 1998,77,Thomas Muster,8
Rome Masters 1998,77,Michael Chang,7
Rome Masters 1998,77,Boris Becker,5
Rome Masters 1998,77,Jim Courier,5
Rome Masters 1998,77,Sergi Bruguera,2
Rome Masters 1998,77,Karel Novacek,1
Rome Masters 1998,77,Emilio Sanchez,1
Rome Masters 1998,77,Guy Forget,2
Rome Masters 1998,77,Pete Sampras,9
Rome Masters 1998,77,Goran Ivanisevic,2
Rome Masters 1998,77,Michael Stich,2
Rome Masters 1998,77,Mikael Pernfors,1
Rome Masters 1998,77,Andrei Medvedev,4
Rome Masters 1998,77,Roberto Carretero,1
Rome Masters 1998,77,Wayne Ferreira,1
Rome Masters 1998,77,Thomas Enqvist,1
Rome Masters 1998,77,Marcelo Rios,4
Rome Masters 1998,77,Alex Corretja,1
Rome Masters 1998,77,Chris Woodruff,1
Rome Masters 1998,77,Petr Korda,1
Rome Masters 1998,77,Carlos Moya,1
Rome Masters 1998,77,Albert Costa,1
Rome Masters 1998,77,Patrick Rafter,0
Rome Masters 1998,77,Richard Krajicek,0
Rome Masters 1998,77,Greg Rusedski,0
Rome Masters 1998,77,Mark Philippoussis,0
Rome Masters 1998,77,Gustavo Kuerten,0
Rome Masters 1998,77,Thomas Johansson,0
Rome Masters 1998,77,Cedric Pioline,0
Rome Masters 1998,77,Magnus Norman,0
Rome Masters 1998,77,Marat Safin,0
Rome Masters 1998,77,Juan Carlos Ferrero,0
Rome Masters 1998,77,Albert Portas,0
Rome Masters 1998,77,Andrei Pavel,0
Rome Masters 1998,77,Tommy Haas,0
Rome Masters 1998,77,Sebastien Grosjean,0
Rome Masters 1998,77,Lleyton Hewitt,0
Rome Masters 1998,77,Roger Federer,0
Rome Masters 1998,77,Guillermo Canas,0
Rome Masters 1998,77,Felix Mantilla,0
Rome Masters 1998,77,Guillermo Coria,0
Rome Masters 1998,77,Andy Roddick,0
Rome Masters 1998,77,Tim Henman,0
Rome Masters 1998,77,Rafael Nadal,0
Rome Masters 1998,77,Tomas Berdych,0
Rome Masters 1998,77,Tommy Robredo,0
Rome Masters 1998,77,Nikolay Davydenko,0
Rome Masters 1998,77,Novak Djokovic,0
Rome Masters 1998,77,David Nalbandian,0
Rome Masters 1998,77,Andy Murray,0
Rome Masters 1998,77,Jo-Wilfried Tsonga,0
Rome Masters 1998,77,Ivan Ljubicic,0
Rome Masters 1998,77,Robin Soderling,0
Rome Masters 1998,77,David Ferrer,0
Rome Masters 1998,77,Stan Wawrinka,0
Rome Masters 1998,77,Marin Cilic,0
Rome Masters 1998,77,Alexander Zverev,0
Rome Masters 1998,77,Grigor Dimitrov,0
Rome Masters 1998,77,Jack Sock,0
Rome Masters 1998,77,Juan Martin del Potro,0
Rome Masters 1998,77,John Isner,0
Rome Masters 1998,77,Karen Khachanov,0
Rome Masters 1998,77,Dominic Thiem,0
Rome Masters 1998,77,Fabio Fognini,0
Rome Masters 1998,77,Daniil Medvedev,0
Rome Masters 1998,77,Hubert Hurkacz,0
Canada Masters 1998,78,Stefan Edberg,4
Canada Masters 1998,78,Andre Agassi,9
Canada Masters 1998,78,Andrei Chesnokov,2
Canada Masters 1998,78,Juan Aguilera,1
Canada Masters 1998,78,Thomas Muster,8
Canada Masters 1998,78,Michael Chang,7
Canada Masters 1998,78,Boris Becker,5
Canada Masters 1998,78,Jim Courier,5
Canada Masters 1998,78,Sergi Bruguera,2
Canada Masters 1998,78,Karel Novacek,1
