year,id,winner_name,wins,rank,wins_lbl
Paris Masters 2012,207,Jim Courier,5,10, 5
Paris Masters 2012,207,Pete Sampras,11,5, 11
Paris Masters 2012,207,Marcelo Rios,5,11, 5
Paris Masters 2012,207,Gustavo Kuerten,5,12, 5
Paris Masters 2012,207,Marat Safin,5,13, 5
Paris Masters 2012,207,Roger Federer,21,1, 21
Paris Masters 2012,207,Andy Roddick,5,14, 5
Paris Masters 2012,207,Rafael Nadal,21,2, 21
Paris Masters 2012,207,Novak Djokovic,13,4, 13
Paris Masters 2012,207,Andy Murray,8,7, 8
Indian Wells Masters 2013,208,Stefan Edberg,4,15, 4
Indian Wells Masters 2013,208,Andre Agassi,17,3, 17
Indian Wells Masters 2013,208,Thomas Muster,8,6, 8
Indian Wells Masters 2013,208,Michael Chang,7,8, 7
Indian Wells Masters 2013,208,Boris Becker,5,9, 5
Indian Wells Masters 2013,208,Jim Courier,5,10, 5
Indian Wells Masters 2013,208,Pete Sampras,11,5, 11
Indian Wells Masters 2013,208,Marcelo Rios,5,11, 5
Indian Wells Masters 2013,208,Gustavo Kuerten,5,12, 5
Indian Wells Masters 2013,208,Marat Safin,5,13, 5
Indian Wells Masters 2013,208,Roger Federer,21,2, 21
Indian Wells Masters 2013,208,Andy Roddick,5,14, 5
Indian Wells Masters 2013,208,Rafael Nadal,22,1, 22
Indian Wells Masters 2013,208,Novak Djokovic,13,4, 13
Indian Wells Masters 2013,208,Andy Murray,8,7, 8
Miami Masters 2013,209,Stefan Edberg,4,15, 4
Miami Masters 2013,209,Andre Agassi,17,3, 17
Miami Masters 2013,209,Thomas Muster,8,7, 8
Miami Masters 2013,209,Michael Chang,7,8, 7
Miami Masters 2013,209,Boris Becker,5,9, 5
Miami Masters 2013,209,Jim Courier,5,10, 5
Miami Masters 2013,209,Pete Sampras,11,5, 11
Miami Masters 2013,209,Marcelo Rios,5,11, 5
Miami Masters 2013,209,Gustavo Kuerten,5,12, 5
Miami Masters 2013,209,Marat Safin,5,13, 5
Miami Masters 2013,209,Roger Federer,21,2, 21
Miami Masters 2013,209,Andy Roddick,5,14, 5
Miami Masters 2013,209,Rafael Nadal,22,1, 22
Miami Masters 2013,209,Novak Djokovic,13,4, 13
Miami Masters 2013,209,Andy Murray,9,6, 9
Monte Carlo Masters 2013,210,Stefan Edberg,4,15, 4
Monte Carlo Masters 2013,210,Andre Agassi,17,3, 17
Monte Carlo Masters 2013,210,Thomas Muster,8,7, 8
Monte Carlo Masters 2013,210,Michael Chang,7,8, 7
Monte Carlo Masters 2013,210,Boris Becker,5,9, 5
Monte Carlo Masters 2013,210,Jim Courier,5,10, 5
Monte Carlo Masters 2013,210,Pete Sampras,11,5, 11
Monte Carlo Masters 2013,210,Marcelo Rios,5,11, 5
Monte Carlo Masters 2013,210,Gustavo Kuerten,5,12, 5
Monte Carlo Masters 2013,210,Marat Safin,5,13, 5
Monte Carlo Masters 2013,210,Roger Federer,21,2, 21
Monte Carlo Masters 2013,210,Andy Roddick,5,14, 5
Monte Carlo Masters 2013,210,Rafael Nadal,22,1, 22
Monte Carlo Masters 2013,210,Novak Djokovic,14,4, 14
Monte Carlo Masters 2013,210,Andy Murray,9,6, 9
Madrid Masters 2013,211,Stefan Edberg,4,15, 4
Madrid Masters 2013,211,Andre Agassi,17,3, 17
Madrid Masters 2013,211,Thomas Muster,8,7, 8
Madrid Masters 2013,211,Michael Chang,7,8, 7
Madrid Masters 2013,211,Boris Becker,5,9, 5
Madrid Masters 2013,211,Jim Courier,5,10, 5
Madrid Masters 2013,211,Pete Sampras,11,5, 11
Madrid Masters 2013,211,Marcelo Rios,5,11, 5
Madrid Masters 2013,211,Gustavo Kuerten,5,12, 5
Madrid Masters 2013,211,Marat Safin,5,13, 5
Madrid Masters 2013,211,Roger Federer,21,2, 21
Madrid Masters 2013,211,Andy Roddick,5,14, 5
Madrid Masters 2013,211,Rafael Nadal,23,1, 23
Madrid Masters 2013,211,Novak Djokovic,14,4, 14
Madrid Masters 2013,211,Andy Murray,9,6, 9
Rome Masters 2013,212,Stefan Edberg,4,15, 4
Rome Masters 2013,212,Andre Agassi,17,3, 17
Rome Masters 2013,212,Thomas Muster,8,7, 8
Rome Masters 2013,212,Michael Chang,7,8, 7
Rome Masters 2013,212,Boris Becker,5,9, 5
Rome Masters 2013,212,Jim Courier,5,10, 5
Rome Masters 2013,212,Pete Sampras,11,5, 11
Rome Masters 2013,212,Marcelo Rios,5,11, 5
Rome Masters 2013,212,Gustavo Kuerten,5,12, 5
Rome Masters 2013,212,Marat Safin,5,13, 5
Rome Masters 2013,212,Roger Federer,21,2, 21
Rome Masters 2013,212,Andy Roddick,5,14, 5
Rome Masters 2013,212,Rafael Nadal,24,1, 24
Rome Masters 2013,212,Novak Djokovic,14,4, 14
Rome Masters 2013,212,Andy Murray,9,6, 9
Canada Masters 2013,213,Stefan Edberg,4,15, 4
Canada Masters 2013,213,Andre Agassi,17,3, 17
Canada Masters 2013,213,Thomas Muster,8,7, 8
Canada Masters 2013,213,Michael Chang,7,8, 7
Canada Masters 2013,213,Boris Becker,5,9, 5
Canada Masters 2013,213,Jim Courier,5,10, 5
Canada Masters 2013,213,Pete Sampras,11,5, 11
Canada Masters 2013,213,Marcelo Rios,5,11, 5
Canada Masters 2013,213,Gustavo Kuerten,5,12, 5
Canada Masters 2013,213,Marat Safin,5,13, 5
Canada Masters 2013,213,Roger Federer,21,2, 21
Canada Masters 2013,213,Andy Roddick,5,14, 5
Canada Masters 2013,213,Rafael Nadal,25,1, 25
Canada Masters 2013,213,Novak Djokovic,14,4, 14
Canada Masters 2013,213,Andy Murray,9,6, 9
Cincinnati Masters 2013,214,Stefan Edberg,4,15, 4
Cincinnati Masters 2013,214,Andre Agassi,17,3, 17
Cincinnati Masters 2013,214,Thomas Muster,8,7, 8
Cincinnati Masters 2013,214,Michael Chang,7,8, 7
Cincinnati Masters 2013,214,Boris Becker,5,9, 5
Cincinnati Masters 2013,214,Jim Courier,5,10, 5
Cincinnati Masters 2013,214,Pete Sampras,11,5, 11
Cincinnati Masters 2013,214,Marcelo Rios,5,11, 5
Cincinnati Masters 2013,214,Gustavo Kuerten,5,12, 5
Cincinnati Masters 2013,214,Marat Safin,5,13, 5
Cincinnati Masters 2013,214,Roger Federer,21,2, 21
Cincinnati Masters 2013,214,Andy Roddick,5,14, 5
Cincinnati Masters 2013,214,Rafael Nadal,26,1, 26
Cincinnati Masters 2013,214,Novak Djokovic,14,4, 14
Cincinnati Masters 2013,214,Andy Murray,9,6, 9
Shanghai Masters 2013,215,Stefan Edberg,4,15, 4
Shanghai Masters 2013,215,Andre Agassi,17,3, 17
Shanghai Masters 2013,215,Thomas Muster,8,7, 8
Shanghai Masters 2013,215,Michael Chang,7,8, 7
Shanghai Masters 2013,215,Boris Becker,5,9, 5
Shanghai Masters 2013,215,Jim Courier,5,10, 5
Shanghai Masters 2013,215,Pete Sampras,11,5, 11
Shanghai Masters 2013,215,Marcelo Rios,5,11, 5
Shanghai Masters 2013,215,Gustavo Kuerten,5,12, 5
Shanghai Masters 2013,215,Marat Safin,5,13, 5
Shanghai Masters 2013,215,Roger Federer,21,2, 21
Shanghai Masters 2013,215,Andy Roddick,5,14, 5
Shanghai Masters 2013,215,Rafael Nadal,26,1, 26
Shanghai Masters 2013,215,Novak Djokovic,15,4, 15
Shanghai Masters 2013,215,Andy Murray,9,6, 9
Paris Masters 2013,216,Stefan Edberg,4,15, 4
Paris Masters 2013,216,Andre Agassi,17,3, 17
Paris Masters 2013,216,Thomas Muster,8,7, 8
Paris Masters 2013,216,Michael Chang,7,8, 7
Paris Masters 2013,216,Boris Becker,5,9, 5
Paris Masters 2013,216,Jim Courier,5,10, 5
Paris Masters 2013,216,Pete Sampras,11,5, 11
Paris Masters 2013,216,Marcelo Rios,5,11, 5
Paris Masters 2013,216,Gustavo Kuerten,5,12, 5
Paris Masters 2013,216,Marat Safin,5,13, 5
Paris Masters 2013,216,Roger Federer,21,2, 21
Paris Masters 2013,216,Andy Roddick,5,14, 5
Paris Masters 2013,216,Rafael Nadal,26,1, 26
Paris Masters 2013,216,Novak Djokovic,16,4, 16
Paris Masters 2013,216,Andy Murray,9,6, 9
Indian Wells Masters 2014,217,Stefan Edberg,4,15, 4
Indian Wells Masters 2014,217,Andre Agassi,17,3, 17
Indian Wells Masters 2014,217,Thomas Muster,8,7, 8
Indian Wells Masters 2014,217,Michael Chang,7,8, 7
Indian Wells Masters 2014,217,Boris Becker,5,9, 5
Indian Wells Masters 2014,217,Jim Courier,5,10, 5
Indian Wells Masters 2014,217,Pete Sampras,11,5, 11
Indian Wells Masters 2014,217,Marcelo Rios,5,11, 5
Indian Wells Masters 2014,217,Gustavo Kuerten,5,12, 5
Indian Wells Masters 2014,217,Marat Safin,5,13, 5
Indian Wells Masters 2014,217,Roger Federer,21,2, 21
Indian Wells Masters 2014,217,Andy Roddick,5,14, 5
Indian Wells Masters 2014,217,Rafael Nadal,26,1, 26
Indian Wells Masters 2014,217,Novak Djokovic,17,4, 17
Indian Wells Masters 2014,217,Andy Murray,9,6, 9
Miami Masters 2014,218,Stefan Edberg,4,15, 4
Miami Masters 2014,218,Andre Agassi,17,4, 17
Miami Masters 2014,218,Thomas Muster,8,7, 8
Miami Masters 2014,218,Michael Chang,7,8, 7
Miami Masters 2014,218,Boris Becker,5,9, 5
Miami Masters 2014,218,Jim Courier,5,10, 5
Miami Masters 2014,218,Pete Sampras,11,5, 11
Miami Masters 2014,218,Marcelo Rios,5,11, 5
Miami Masters 2014,218,Gustavo Kuerten,5,12, 5
Miami Masters 2014,218,Marat Safin,5,13, 5
Miami Masters 2014,218,Roger Federer,21,2, 21
Miami Masters 2014,218,Andy Roddick,5,14, 5
Miami Masters 2014,218,Rafael Nadal,26,1, 26
Miami Masters 2014,218,Novak Djokovic,18,3, 18
Miami Masters 2014,218,Andy Murray,9,6, 9
Monte Carlo Masters 2014,219,Stefan Edberg,4,15, 4
Monte Carlo Masters 2014,219,Andre Agassi,17,4, 17
Monte Carlo Masters 2014,219,Thomas Muster,8,7, 8
Monte Carlo Masters 2014,219,Michael Chang,7,8, 7
Monte Carlo Masters 2014,219,Boris Becker,5,9, 5
Monte Carlo Masters 2014,219,Jim Courier,5,10, 5
Monte Carlo Masters 2014,219,Pete Sampras,11,5, 11
Monte Carlo Masters 2014,219,Marcelo Rios,5,11, 5
Monte Carlo Masters 2014,219,Gustavo Kuerten,5,12, 5
Monte Carlo Masters 2014,219,Marat Safin,5,13, 5
Monte Carlo Masters 2014,219,Roger Federer,21,2, 21
Monte Carlo Masters 2014,219,Andy Roddick,5,14, 5
Monte Carlo Masters 2014,219,Rafael Nadal,26,1, 26
Monte Carlo Masters 2014,219,Novak Djokovic,18,3, 18
Monte Carlo Masters 2014,219,Andy Murray,9,6, 9
Madrid Masters 2014,220,Stefan Edberg,4,15, 4
Madrid Masters 2014,220,Andre Agassi,17,4, 17
Madrid Masters 2014,220,Thomas Muster,8,7, 8
Madrid Masters 2014,220,Michael Chang,7,8, 7
Madrid Masters 2014,220,Boris Becker,5,9, 5
Madrid Masters 2014,220,Jim Courier,5,10, 5
Madrid Masters 2014,220,Pete Sampras,11,5, 11
Madrid Masters 2014,220,Marcelo Rios,5,11, 5
Madrid Masters 2014,220,Gustavo Kuerten,5,12, 5
Madrid Masters 2014,220,Marat Safin,5,13, 5
Madrid Masters 2014,220,Roger Federer,21,2, 21
Madrid Masters 2014,220,Andy Roddick,5,14, 5
Madrid Masters 2014,220,Rafael Nadal,27,1, 27
Madrid Masters 2014,220,Novak Djokovic,18,3, 18
Madrid Masters 2014,220,Andy Murray,9,6, 9
Rome Masters 2014,221,Stefan Edberg,4,15, 4
Rome Masters 2014,221,Andre Agassi,17,4, 17
Rome Masters 2014,221,Thomas Muster,8,7, 8
Rome Masters 2014,221,Michael Chang,7,8, 7
Rome Masters 2014,221,Boris Becker,5,9, 5
Rome Masters 2014,221,Jim Courier,5,10, 5
Rome Masters 2014,221,Pete Sampras,11,5, 11
Rome Masters 2014,221,Marcelo Rios,5,11, 5
Rome Masters 2014,221,Gustavo Kuerten,5,12, 5
Rome Masters 2014,221,Marat Safin,5,13, 5
Rome Masters 2014,221,Roger Federer,21,2, 21
Rome Masters 2014,221,Andy Roddick,5,14, 5
Rome Masters 2014,221,Rafael Nadal,27,1, 27
Rome Masters 2014,221,Novak Djokovic,19,3, 19
Rome Masters 2014,221,Andy Murray,9,6, 9
Canada Masters 2014,222,Stefan Edberg,4,15, 4
Canada Masters 2014,222,Andre Agassi,17,4, 17
Canada Masters 2014,222,Thomas Muster,8,7, 8
Canada Masters 2014,222,Michael Chang,7,8, 7
Canada Masters 2014,222,Boris Becker,5,9, 5
Canada Masters 2014,222,Jim Courier,5,10, 5
Canada Masters 2014,222,Pete Sampras,11,5, 11
Canada Masters 2014,222,Marcelo Rios,5,11, 5
Canada Masters 2014,222,Gustavo Kuerten,5,12, 5
Canada Masters 2014,222,Marat Safin,5,13, 5
Canada Masters 2014,222,Roger Federer,21,2, 21
Canada Masters 2014,222,Andy Roddick,5,14, 5
Canada Masters 2014,222,Rafael Nadal,27,1, 27
Canada Masters 2014,222,Novak Djokovic,19,3, 19
Canada Masters 2014,222,Andy Murray,9,6, 9
Cincinnati Masters 2014,223,Stefan Edberg,4,15, 4
Cincinnati Masters 2014,223,Andre Agassi,17,4, 17
Cincinnati Masters 2014,223,Thomas Muster,8,7, 8
Cincinnati Masters 2014,223,Michael Chang,7,8, 7
Cincinnati Masters 2014,223,Boris Becker,5,9, 5
Cincinnati Masters 2014,223,Jim Courier,5,10, 5
Cincinnati Masters 2014,223,Pete Sampras,11,5, 11
Cincinnati Masters 2014,223,Marcelo Rios,5,11, 5
Cincinnati Masters 2014,223,Gustavo Kuerten,5,12, 5
Cincinnati Masters 2014,223,Marat Safin,5,13, 5
Cincinnati Masters 2014,223,Roger Federer,22,2, 22
Cincinnati Masters 2014,223,Andy Roddick,5,14, 5
Cincinnati Masters 2014,223,Rafael Nadal,27,1, 27
Cincinnati Masters 2014,223,Novak Djokovic,19,3, 19
Cincinnati Masters 2014,223,Andy Murray,9,6, 9
Shanghai Masters 2014,224,Stefan Edberg,4,15, 4
Shanghai Masters 2014,224,Andre Agassi,17,4, 17
Shanghai Masters 2014,224,Thomas Muster,8,7, 8
Shanghai Masters 2014,224,Michael Chang,7,8, 7
Shanghai Masters 2014,224,Boris Becker,5,9, 5
Shanghai Masters 2014,224,Jim Courier,5,10, 5
Shanghai Masters 2014,224,Pete Sampras,11,5, 11
Shanghai Masters 2014,224,Marcelo Rios,5,11, 5
Shanghai Masters 2014,224,Gustavo Kuerten,5,12, 5
Shanghai Masters 2014,224,Marat Safin,5,13, 5
Shanghai Masters 2014,224,Roger Federer,23,2, 23
Shanghai Masters 2014,224,Andy Roddick,5,14, 5
Shanghai Masters 2014,224,Rafael Nadal,27,1, 27
Shanghai Masters 2014,224,Novak Djokovic,19,3, 19
Shanghai Masters 2014,224,Andy Murray,9,6, 9
Paris Masters 2014,225,Stefan Edberg,4,15, 4
Paris Masters 2014,225,Andre Agassi,17,4, 17
Paris Masters 2014,225,Thomas Muster,8,7, 8
Paris Masters 2014,225,Michael Chang,7,8, 7
Paris Masters 2014,225,Boris Becker,5,9, 5
Paris Masters 2014,225,Jim Courier,5,10, 5
Paris Masters 2014,225,Pete Sampras,11,5, 11
Paris Masters 2014,225,Marcelo Rios,5,11, 5
Paris Masters 2014,225,Gustavo Kuerten,5,12, 5
Paris Masters 2014,225,Marat Safin,5,13, 5
Paris Masters 2014,225,Roger Federer,23,2, 23
Paris Masters 2014,225,Andy Roddick,5,14, 5
Paris Masters 2014,225,Rafael Nadal,27,1, 27
Paris Masters 2014,225,Novak Djokovic,20,3, 20
Paris Masters 2014,225,Andy Murray,9,6, 9
Indian Wells Masters 2015,226,Stefan Edberg,4,15, 4
Indian Wells Masters 2015,226,Andre Agassi,17,4, 17
Indian Wells Masters 2015,226,Thomas Muster,8,7, 8
Indian Wells Masters 2015,226,Michael Chang,7,8, 7
Indian Wells Masters 2015,226,Boris Becker,5,9, 5
Indian Wells Masters 2015,226,Jim Courier,5,10, 5
Indian Wells Masters 2015,226,Pete Sampras,11,5, 11
Indian Wells Masters 2015,226,Marcelo Rios,5,11, 5
Indian Wells Masters 2015,226,Gustavo Kuerten,5,12, 5
Indian Wells Masters 2015,226,Marat Safin,5,13, 5
Indian Wells Masters 2015,226,Roger Federer,23,2, 23
Indian Wells Masters 2015,226,Andy Roddick,5,14, 5
Indian Wells Masters 2015,226,Rafael Nadal,27,1, 27
Indian Wells Masters 2015,226,Novak Djokovic,21,3, 21
Indian Wells Masters 2015,226,Andy Murray,9,6, 9
Miami Masters 2015,227,Stefan Edberg,4,15, 4
Miami Masters 2015,227,Andre Agassi,17,4, 17
Miami Masters 2015,227,Thomas Muster,8,7, 8
Miami Masters 2015,227,Michael Chang,7,8, 7
Miami Masters 2015,227,Boris Becker,5,9, 5
Miami Masters 2015,227,Jim Courier,5,10, 5
Miami Masters 2015,227,Pete Sampras,11,5, 11
Miami Masters 2015,227,Marcelo Rios,5,11, 5
Miami Masters 2015,227,Gustavo Kuerten,5,12, 5
Miami Masters 2015,227,Marat Safin,5,13, 5
Miami Masters 2015,227,Roger Federer,23,2, 23
Miami Masters 2015,227,Andy Roddick,5,14, 5
Miami Masters 2015,227,Rafael Nadal,27,1, 27
Miami Masters 2015,227,Novak Djokovic,22,3, 22
Miami Masters 2015,227,Andy Murray,9,6, 9
Monte Carlo Masters 2015,228,Stefan Edberg,4,15, 4
Monte Carlo Masters 2015,228,Andre Agassi,17,4, 17
Monte Carlo Masters 2015,228,Thomas Muster,8,7, 8
Monte Carlo Masters 2015,228,Michael Chang,7,8, 7
Monte Carlo Masters 2015,228,Boris Becker,5,9, 5
Monte Carlo Masters 2015,228,Jim Courier,5,10, 5
Monte Carlo Masters 2015,228,Pete Sampras,11,5, 11
Monte Carlo Masters 2015,228,Marcelo Rios,5,11, 5
Monte Carlo Masters 2015,228,Gustavo Kuerten,5,12, 5
Monte Carlo Masters 2015,228,Marat Safin,5,13, 5
Monte Carlo Masters 2015,228,Roger Federer,23,2, 23
Monte Carlo Masters 2015,228,Andy Roddick,5,14, 5
Monte Carlo Masters 2015,228,Rafael Nadal,27,1, 27
Monte Carlo Masters 2015,228,Novak Djokovic,23,3, 23
Monte Carlo Masters 2015,228,Andy Murray,9,6, 9
Madrid Masters 2015,229,Stefan Edberg,4,15, 4
Madrid Masters 2015,229,Andre Agassi,17,4, 17
Madrid Masters 2015,229,Thomas Muster,8,7, 8
Madrid Masters 2015,229,Michael Chang,7,8, 7
Madrid Masters 2015,229,Boris Becker,5,9, 5
Madrid Masters 2015,229,Jim Courier,5,10, 5
Madrid Masters 2015,229,Pete Sampras,11,5, 11
Madrid Masters 2015,229,Marcelo Rios,5,11, 5
Madrid Masters 2015,229,Gustavo Kuerten,5,12, 5
Madrid Masters 2015,229,Marat Safin,5,13, 5
Madrid Masters 2015,229,Roger Federer,23,2, 23
Madrid Masters 2015,229,Andy Roddick,5,14, 5
Madrid Masters 2015,229,Rafael Nadal,27,1, 27
Madrid Masters 2015,229,Novak Djokovic,23,3, 23
Madrid Masters 2015,229,Andy Murray,10,6, 10
Rome Masters 2015,230,Stefan Edberg,4,15, 4
Rome Masters 2015,230,Andre Agassi,17,4, 17
Rome Masters 2015,230,Thomas Muster,8,7, 8
Rome Masters 2015,230,Michael Chang,7,8, 7
Rome Masters 2015,230,Boris Becker,5,9, 5
Rome Masters 2015,230,Jim Courier,5,10, 5
Rome Masters 2015,230,Pete Sampras,11,5, 11
Rome Masters 2015,230,Marcelo Rios,5,11, 5
Rome Masters 2015,230,Gustavo Kuerten,5,12, 5
Rome Masters 2015,230,Marat Safin,5,13, 5
Rome Masters 2015,230,Roger Federer,23,3, 23
Rome Masters 2015,230,Andy Roddick,5,14, 5
Rome Masters 2015,230,Rafael Nadal,27,1, 27
Rome Masters 2015,230,Novak Djokovic,24,2, 24
Rome Masters 2015,230,Andy Murray,10,6, 10
Canada Masters 2015,231,Stefan Edberg,4,15, 4
Canada Masters 2015,231,Andre Agassi,17,4, 17
Canada Masters 2015,231,Thomas Muster,8,7, 8
Canada Masters 2015,231,Michael Chang,7,8, 7
Canada Masters 2015,231,Boris Becker,5,9, 5
Canada Masters 2015,231,Jim Courier,5,10, 5
Canada Masters 2015,231,Pete Sampras,11,5, 11
Canada Masters 2015,231,Marcelo Rios,5,11, 5
Canada Masters 2015,231,Gustavo Kuerten,5,12, 5
Canada Masters 2015,231,Marat Safin,5,13, 5
Canada Masters 2015,231,Roger Federer,23,3, 23
Canada Masters 2015,231,Andy Roddick,5,14, 5
Canada Masters 2015,231,Rafael Nadal,27,1, 27
Canada Masters 2015,231,Novak Djokovic,24,2, 24
Canada Masters 2015,231,Andy Murray,11,6, 11
Cincinnati Masters 2015,232,Stefan Edberg,4,15, 4
Cincinnati Masters 2015,232,Andre Agassi,17,4, 17
Cincinnati Masters 2015,232,Thomas Muster,8,7, 8
Cincinnati Masters 2015,232,Michael Chang,7,8, 7
Cincinnati Masters 2015,232,Boris Becker,5,9, 5
Cincinnati Masters 2015,232,Jim Courier,5,10, 5
Cincinnati Masters 2015,232,Pete Sampras,11,5, 11
Cincinnati Masters 2015,232,Marcelo Rios,5,11, 5
Cincinnati Masters 2015,232,Gustavo Kuerten,5,12, 5
Cincinnati Masters 2015,232,Marat Safin,5,13, 5
Cincinnati Masters 2015,232,Roger Federer,24,2, 24
Cincinnati Masters 2015,232,Andy Roddick,5,14, 5
Cincinnati Masters 2015,232,Rafael Nadal,27,1, 27
Cincinnati Masters 2015,232,Novak Djokovic,24,3, 24
Cincinnati Masters 2015,232,Andy Murray,11,6, 11
Shanghai Masters 2015,233,Stefan Edberg,4,15, 4
Shanghai Masters 2015,233,Andre Agassi,17,4, 17
Shanghai Masters 2015,233,Thomas Muster,8,7, 8
Shanghai Masters 2015,233,Michael Chang,7,8, 7
Shanghai Masters 2015,233,Boris Becker,5,9, 5
Shanghai Masters 2015,233,Jim Courier,5,10, 5
Shanghai Masters 2015,233,Pete Sampras,11,5, 11
Shanghai Masters 2015,233,Marcelo Rios,5,11, 5
Shanghai Masters 2015,233,Gustavo Kuerten,5,12, 5
Shanghai Masters 2015,233,Marat Safin,5,13, 5
Shanghai Masters 2015,233,Roger Federer,24,3, 24
Shanghai Masters 2015,233,Andy Roddick,5,14, 5
Shanghai Masters 2015,233,Rafael Nadal,27,1, 27
Shanghai Masters 2015,233,Novak Djokovic,25,2, 25
Shanghai Masters 2015,233,Andy Murray,11,6, 11
Paris Masters 2015,234,Stefan Edberg,4,15, 4
Paris Masters 2015,234,Andre Agassi,17,4, 17
Paris Masters 2015,234,Thomas Muster,8,7, 8
Paris Masters 2015,234,Michael Chang,7,8, 7
Paris Masters 2015,234,Boris Becker,5,9, 5
Paris Masters 2015,234,Jim Courier,5,10, 5
Paris Masters 2015,234,Pete Sampras,11,5, 11
Paris Masters 2015,234,Marcelo Rios,5,11, 5
Paris Masters 2015,234,Gustavo Kuerten,5,12, 5
Paris Masters 2015,234,Marat Safin,5,13, 5
Paris Masters 2015,234,Roger Federer,24,3, 24
Paris Masters 2015,234,Andy Roddick,5,14, 5
Paris Masters 2015,234,Rafael Nadal,27,1, 27
Paris Masters 2015,234,Novak Djokovic,26,2, 26
Paris Masters 2015,234,Andy Murray,11,6, 11
Indian Wells Masters 2016,235,Stefan Edberg,4,15, 4
Indian Wells Masters 2016,235,Andre Agassi,17,4, 17
Indian Wells Masters 2016,235,Thomas Muster,8,7, 8
Indian Wells Masters 2016,235,Michael Chang,7,8, 7
Indian Wells Masters 2016,235,Boris Becker,5,9, 5
Indian Wells Masters 2016,235,Jim Courier,5,10, 5
Indian Wells Masters 2016,235,Pete Sampras,11,5, 11
Indian Wells Masters 2016,235,Marcelo Rios,5,11, 5
Indian Wells Masters 2016,235,Gustavo Kuerten,5,12, 5
Indian Wells Masters 2016,235,Marat Safin,5,13, 5
Indian Wells Masters 2016,235,Roger Federer,24,3, 24
Indian Wells Masters 2016,235,Andy Roddick,5,14, 5
Indian Wells Masters 2016,235,Rafael Nadal,27,1, 27
Indian Wells Masters 2016,235,Novak Djokovic,27,2, 27
Indian Wells Masters 2016,235,Andy Murray,11,6, 11
Miami Masters 2016,236,Stefan Edberg,4,15, 4
Miami Masters 2016,236,Andre Agassi,17,4, 17
Miami Masters 2016,236,Thomas Muster,8,7, 8
Miami Masters 2016,236,Michael Chang,7,8, 7
Miami Masters 2016,236,Boris Becker,5,9, 5
Miami Masters 2016,236,Jim Courier,5,10, 5
Miami Masters 2016,236,Pete Sampras,11,5, 11
Miami Masters 2016,236,Marcelo Rios,5,11, 5
Miami Masters 2016,236,Gustavo Kuerten,5,12, 5
Miami Masters 2016,236,Marat Safin,5,13, 5
Miami Masters 2016,236,Roger Federer,24,3, 24
Miami Masters 2016,236,Andy Roddick,5,14, 5
Miami Masters 2016,236,Rafael Nadal,27,2, 27
Miami Masters 2016,236,Novak Djokovic,28,1, 28
Miami Masters 2016,236,Andy Murray,11,6, 11
Monte Carlo Masters 2016,237,Stefan Edberg,4,15, 4
Monte Carlo Masters 2016,237,Andre Agassi,17,4, 17
Monte Carlo Masters 2016,237,Thomas Muster,8,7, 8
Monte Carlo Masters 2016,237,Michael Chang,7,8, 7
Monte Carlo Masters 2016,237,Boris Becker,5,9, 5
Monte Carlo Masters 2016,237,Jim Courier,5,10, 5
Monte Carlo Masters 2016,237,Pete Sampras,11,5, 11
Monte Carlo Masters 2016,237,Marcelo Rios,5,11, 5
Monte Carlo Masters 2016,237,Gustavo Kuerten,5,12, 5
Monte Carlo Masters 2016,237,Marat Safin,5,13, 5
Monte Carlo Masters 2016,237,Roger Federer,24,3, 24
Monte Carlo Masters 2016,237,Andy Roddick,5,14, 5
Monte Carlo Masters 2016,237,Rafael Nadal,28,1, 28
Monte Carlo Masters 2016,237,Novak Djokovic,28,2, 28
Monte Carlo Masters 2016,237,Andy Murray,11,6, 11
Madrid Masters 2016,238,Stefan Edberg,4,15, 4
Madrid Masters 2016,238,Andre Agassi,17,4, 17
Madrid Masters 2016,238,Thomas Muster,8,7, 8
Madrid Masters 2016,238,Michael Chang,7,8, 7
Madrid Masters 2016,238,Boris Becker,5,9, 5
Madrid Masters 2016,238,Jim Courier,5,10, 5
Madrid Masters 2016,238,Pete Sampras,11,5, 11
Madrid Masters 2016,238,Marcelo Rios,5,11, 5
Madrid Masters 2016,238,Gustavo Kuerten,5,12, 5
Madrid Masters 2016,238,Marat Safin,5,13, 5
Madrid Masters 2016,238,Roger Federer,24,3, 24
Madrid Masters 2016,238,Andy Roddick,5,14, 5
Madrid Masters 2016,238,Rafael Nadal,28,2, 28
Madrid Masters 2016,238,Novak Djokovic,29,1, 29
Madrid Masters 2016,238,Andy Murray,11,6, 11
Rome Masters 2016,239,Stefan Edberg,4,15, 4
Rome Masters 2016,239,Andre Agassi,17,4, 17
Rome Masters 2016,239,Thomas Muster,8,7, 8
Rome Masters 2016,239,Michael Chang,7,8, 7
Rome Masters 2016,239,Boris Becker,5,9, 5
Rome Masters 2016,239,Jim Courier,5,10, 5
Rome Masters 2016,239,Pete Sampras,11,6, 11
Rome Masters 2016,239,Marcelo Rios,5,11, 5
Rome Masters 2016,239,Gustavo Kuerten,5,12, 5
Rome Masters 2016,239,Marat Safin,5,13, 5
Rome Masters 2016,239,Roger Federer,24,3, 24
Rome Masters 2016,239,Andy Roddick,5,14, 5
Rome Masters 2016,239,Rafael Nadal,28,2, 28
Rome Masters 2016,239,Novak Djokovic,29,1, 29
Rome Masters 2016,239,Andy Murray,12,5, 12
