year,id,winner_name,wins,rank,wins_lbl
Miami Masters 1997,65,Thomas Muster,8,2, 8
Miami Masters 1997,65,Michael Chang,7,3, 7
Miami Masters 1997,65,Boris Becker,5,5, 5
Miami Masters 1997,65,Jim Courier,5,6, 5
Miami Masters 1997,65,Sergi Bruguera,2,10, 2
Miami Masters 1997,65,Karel Novacek,1,15, 1
Miami Masters 1997,65,Guy Forget,2,11, 2
Miami Masters 1997,65,Pete Sampras,7,4, 7
Miami Masters 1997,65,Goran Ivanisevic,2,12, 2
Miami Masters 1997,65,Michael Stich,2,13, 2
Miami Masters 1997,65,Andrei Medvedev,3,8, 3
Monte Carlo Masters 1997,66,Stefan Edberg,4,7, 4
Monte Carlo Masters 1997,66,Andre Agassi,9,1, 9
Monte Carlo Masters 1997,66,Andrei Chesnokov,2,9, 2
Monte Carlo Masters 1997,66,Juan Aguilera,1,14, 1
Monte Carlo Masters 1997,66,Thomas Muster,8,2, 8
Monte Carlo Masters 1997,66,Michael Chang,7,3, 7
Monte Carlo Masters 1997,66,Boris Becker,5,5, 5
Monte Carlo Masters 1997,66,Jim Courier,5,6, 5
Monte Carlo Masters 1997,66,Sergi Bruguera,2,10, 2
Monte Carlo Masters 1997,66,Karel Novacek,1,15, 1
Monte Carlo Masters 1997,66,Guy Forget,2,11, 2
Monte Carlo Masters 1997,66,Pete Sampras,7,4, 7
Monte Carlo Masters 1997,66,Goran Ivanisevic,2,12, 2
Monte Carlo Masters 1997,66,Michael Stich,2,13, 2
Monte Carlo Masters 1997,66,Andrei Medvedev,3,8, 3
Hamburg Masters 1997,67,Stefan Edberg,4,7, 4
Hamburg Masters 1997,67,Andre Agassi,9,1, 9
Hamburg Masters 1997,67,Andrei Chesnokov,2,9, 2
Hamburg Masters 1997,67,Juan Aguilera,1,14, 1
Hamburg Masters 1997,67,Thomas Muster,8,2, 8
Hamburg Masters 1997,67,Michael Chang,7,3, 7
Hamburg Masters 1997,67,Boris Becker,5,5, 5
Hamburg Masters 1997,67,Jim Courier,5,6, 5
Hamburg Masters 1997,67,Sergi Bruguera,2,10, 2
Hamburg Masters 1997,67,Karel Novacek,1,15, 1
Hamburg Masters 1997,67,Guy Forget,2,11, 2
Hamburg Masters 1997,67,Pete Sampras,7,4, 7
Hamburg Masters 1997,67,Goran Ivanisevic,2,12, 2
Hamburg Masters 1997,67,Michael Stich,2,13, 2
Hamburg Masters 1997,67,Andrei Medvedev,4,8, 4
Rome Masters 1997,68,Stefan Edberg,4,7, 4
Rome Masters 1997,68,Andre Agassi,9,1, 9
Rome Masters 1997,68,Andrei Chesnokov,2,9, 2
Rome Masters 1997,68,Juan Aguilera,1,14, 1
Rome Masters 1997,68,Thomas Muster,8,2, 8
Rome Masters 1997,68,Michael Chang,7,3, 7
Rome Masters 1997,68,Boris Becker,5,5, 5
Rome Masters 1997,68,Jim Courier,5,6, 5
Rome Masters 1997,68,Sergi Bruguera,2,10, 2
Rome Masters 1997,68,Karel Novacek,1,15, 1
Rome Masters 1997,68,Guy Forget,2,11, 2
Rome Masters 1997,68,Pete Sampras,7,4, 7
Rome Masters 1997,68,Goran Ivanisevic,2,12, 2
Rome Masters 1997,68,Michael Stich,2,13, 2
Rome Masters 1997,68,Andrei Medvedev,4,8, 4
Canada Masters 1997,69,Stefan Edberg,4,7, 4
Canada Masters 1997,69,Andre Agassi,9,1, 9
Canada Masters 1997,69,Andrei Chesnokov,2,9, 2
Canada Masters 1997,69,Juan Aguilera,1,14, 1
Canada Masters 1997,69,Thomas Muster,8,2, 8
Canada Masters 1997,69,Michael Chang,7,3, 7
Canada Masters 1997,69,Boris Becker,5,5, 5
Canada Masters 1997,69,Jim Courier,5,6, 5
Canada Masters 1997,69,Sergi Bruguera,2,10, 2
Canada Masters 1997,69,Karel Novacek,1,15, 1
Canada Masters 1997,69,Guy Forget,2,11, 2
Canada Masters 1997,69,Pete Sampras,7,4, 7
Canada Masters 1997,69,Goran Ivanisevic,2,12, 2
Canada Masters 1997,69,Michael Stich,2,13, 2
Canada Masters 1997,69,Andrei Medvedev,4,8, 4
Cincinnati Masters 1997,70,Stefan Edberg,4,7, 4
Cincinnati Masters 1997,70,Andre Agassi,9,1, 9
Cincinnati Masters 1997,70,Andrei Chesnokov,2,9, 2
Cincinnati Masters 1997,70,Juan Aguilera,1,14, 1
Cincinnati Masters 1997,70,Thomas Muster,8,2, 8
Cincinnati Masters 1997,70,Michael Chang,7,4, 7
Cincinnati Masters 1997,70,Boris Becker,5,5, 5
Cincinnati Masters 1997,70,Jim Courier,5,6, 5
Cincinnati Masters 1997,70,Sergi Bruguera,2,10, 2
Cincinnati Masters 1997,70,Karel Novacek,1,15, 1
Cincinnati Masters 1997,70,Guy Forget,2,11, 2
Cincinnati Masters 1997,70,Pete Sampras,8,3, 8
Cincinnati Masters 1997,70,Goran Ivanisevic,2,12, 2
Cincinnati Masters 1997,70,Michael Stich,2,13, 2
Cincinnati Masters 1997,70,Andrei Medvedev,4,8, 4
Stuttgart Masters 1997,71,Stefan Edberg,4,7, 4
Stuttgart Masters 1997,71,Andre Agassi,9,1, 9
Stuttgart Masters 1997,71,Andrei Chesnokov,2,9, 2
Stuttgart Masters 1997,71,Juan Aguilera,1,14, 1
Stuttgart Masters 1997,71,Thomas Muster,8,2, 8
Stuttgart Masters 1997,71,Michael Chang,7,4, 7
Stuttgart Masters 1997,71,Boris Becker,5,5, 5
Stuttgart Masters 1997,71,Jim Courier,5,6, 5
Stuttgart Masters 1997,71,Sergi Bruguera,2,10, 2
Stuttgart Masters 1997,71,Karel Novacek,1,15, 1
Stuttgart Masters 1997,71,Guy Forget,2,11, 2
Stuttgart Masters 1997,71,Pete Sampras,8,3, 8
Stuttgart Masters 1997,71,Goran Ivanisevic,2,12, 2
Stuttgart Masters 1997,71,Michael Stich,2,13, 2
Stuttgart Masters 1997,71,Andrei Medvedev,4,8, 4
Paris Masters 1997,72,Stefan Edberg,4,7, 4
Paris Masters 1997,72,Andre Agassi,9,1, 9
Paris Masters 1997,72,Andrei Chesnokov,2,9, 2
Paris Masters 1997,72,Juan Aguilera,1,14, 1
Paris Masters 1997,72,Thomas Muster,8,3, 8
Paris Masters 1997,72,Michael Chang,7,4, 7
Paris Masters 1997,72,Boris Becker,5,5, 5
Paris Masters 1997,72,Jim Courier,5,6, 5
Paris Masters 1997,72,Sergi Bruguera,2,10, 2
Paris Masters 1997,72,Karel Novacek,1,15, 1
Paris Masters 1997,72,Guy Forget,2,11, 2
Paris Masters 1997,72,Pete Sampras,9,2, 9
Paris Masters 1997,72,Goran Ivanisevic,2,12, 2
Paris Masters 1997,72,Michael Stich,2,13, 2
Paris Masters 1997,72,Andrei Medvedev,4,8, 4
Indian Wells Masters 1998,73,Stefan Edberg,4,7, 4
Indian Wells Masters 1998,73,Andre Agassi,9,1, 9
Indian Wells Masters 1998,73,Andrei Chesnokov,2,9, 2
Indian Wells Masters 1998,73,Juan Aguilera,1,15, 1
Indian Wells Masters 1998,73,Thomas Muster,8,3, 8
Indian Wells Masters 1998,73,Michael Chang,7,4, 7
Indian Wells Masters 1998,73,Boris Becker,5,5, 5
Indian Wells Masters 1998,73,Jim Courier,5,6, 5
Indian Wells Masters 1998,73,Sergi Bruguera,2,10, 2
Indian Wells Masters 1998,73,Guy Forget,2,11, 2
Indian Wells Masters 1998,73,Pete Sampras,9,2, 9
Indian Wells Masters 1998,73,Goran Ivanisevic,2,12, 2
Indian Wells Masters 1998,73,Michael Stich,2,13, 2
Indian Wells Masters 1998,73,Andrei Medvedev,4,8, 4
Indian Wells Masters 1998,73,Marcelo Rios,2,14, 2
Miami Masters 1998,74,Stefan Edberg,4,7, 4
Miami Masters 1998,74,Andre Agassi,9,1, 9
Miami Masters 1998,74,Andrei Chesnokov,2,10, 2
Miami Masters 1998,74,Juan Aguilera,1,15, 1
Miami Masters 1998,74,Thomas Muster,8,3, 8
Miami Masters 1998,74,Michael Chang,7,4, 7
Miami Masters 1998,74,Boris Becker,5,5, 5
Miami Masters 1998,74,Jim Courier,5,6, 5
Miami Masters 1998,74,Sergi Bruguera,2,11, 2
Miami Masters 1998,74,Guy Forget,2,12, 2
Miami Masters 1998,74,Pete Sampras,9,2, 9
Miami Masters 1998,74,Goran Ivanisevic,2,13, 2
Miami Masters 1998,74,Michael Stich,2,14, 2
Miami Masters 1998,74,Andrei Medvedev,4,8, 4
Miami Masters 1998,74,Marcelo Rios,3,9, 3
Monte Carlo Masters 1998,75,Stefan Edberg,4,7, 4
Monte Carlo Masters 1998,75,Andre Agassi,9,1, 9
Monte Carlo Masters 1998,75,Andrei Chesnokov,2,10, 2
Monte Carlo Masters 1998,75,Juan Aguilera,1,15, 1
Monte Carlo Masters 1998,75,Thomas Muster,8,3, 8
Monte Carlo Masters 1998,75,Michael Chang,7,4, 7
Monte Carlo Masters 1998,75,Boris Becker,5,5, 5
Monte Carlo Masters 1998,75,Jim Courier,5,6, 5
Monte Carlo Masters 1998,75,Sergi Bruguera,2,11, 2
Monte Carlo Masters 1998,75,Guy Forget,2,12, 2
Monte Carlo Masters 1998,75,Pete Sampras,9,2, 9
Monte Carlo Masters 1998,75,Goran Ivanisevic,2,13, 2
Monte Carlo Masters 1998,75,Michael Stich,2,14, 2
Monte Carlo Masters 1998,75,Andrei Medvedev,4,8, 4
Monte Carlo Masters 1998,75,Marcelo Rios,3,9, 3
Hamburg Masters 1998,76,Stefan Edberg,4,7, 4
Hamburg Masters 1998,76,Andre Agassi,9,1, 9
Hamburg Masters 1998,76,Andrei Chesnokov,2,10, 2
Hamburg Masters 1998,76,Juan Aguilera,1,15, 1
Hamburg Masters 1998,76,Thomas Muster,8,3, 8
Hamburg Masters 1998,76,Michael Chang,7,4, 7
Hamburg Masters 1998,76,Boris Becker,5,5, 5
Hamburg Masters 1998,76,Jim Courier,5,6, 5
Hamburg Masters 1998,76,Sergi Bruguera,2,11, 2
Hamburg Masters 1998,76,Guy Forget,2,12, 2
Hamburg Masters 1998,76,Pete Sampras,9,2, 9
Hamburg Masters 1998,76,Goran Ivanisevic,2,13, 2
Hamburg Masters 1998,76,Michael Stich,2,14, 2
Hamburg Masters 1998,76,Andrei Medvedev,4,8, 4
Hamburg Masters 1998,76,Marcelo Rios,3,9, 3
Rome Masters 1998,77,Stefan Edberg,4,7, 4
Rome Masters 1998,77,Andre Agassi,9,1, 9
Rome Masters 1998,77,Andrei Chesnokov,2,10, 2
Rome Masters 1998,77,Juan Aguilera,1,15, 1
Rome Masters 1998,77,Thomas Muster,8,3, 8
Rome Masters 1998,77,Michael Chang,7,4, 7
Rome Masters 1998,77,Boris Becker,5,5, 5
Rome Masters 1998,77,Jim Courier,5,6, 5
Rome Masters 1998,77,Sergi Bruguera,2,11, 2
Rome Masters 1998,77,Guy Forget,2,12, 2
Rome Masters 1998,77,Pete Sampras,9,2, 9
Rome Masters 1998,77,Goran Ivanisevic,2,13, 2
Rome Masters 1998,77,Michael Stich,2,14, 2
Rome Masters 1998,77,Andrei Medvedev,4,8, 4
Rome Masters 1998,77,Marcelo Rios,4,9, 4
Canada Masters 1998,78,Stefan Edberg,4,7, 4
Canada Masters 1998,78,Andre Agassi,9,1, 9
Canada Masters 1998,78,Andrei Chesnokov,2,10, 2
Canada Masters 1998,78,Juan Aguilera,1,15, 1
Canada Masters 1998,78,Thomas Muster,8,3, 8
Canada Masters 1998,78,Michael Chang,7,4, 7
Canada Masters 1998,78,Boris Becker,5,5, 5
Canada Masters 1998,78,Jim Courier,5,6, 5
Canada Masters 1998,78,Sergi Bruguera,2,11, 2
Canada Masters 1998,78,Guy Forget,2,12, 2
Canada Masters 1998,78,Pete Sampras,9,2, 9
Canada Masters 1998,78,Goran Ivanisevic,2,13, 2
Canada Masters 1998,78,Michael Stich,2,14, 2
Canada Masters 1998,78,Andrei Medvedev,4,8, 4
Canada Masters 1998,78,Marcelo Rios,4,9, 4
Cincinnati Masters 1998,79,Stefan Edberg,4,7, 4
Cincinnati Masters 1998,79,Andre Agassi,9,1, 9
Cincinnati Masters 1998,79,Andrei Chesnokov,2,10, 2
Cincinnati Masters 1998,79,Thomas Muster,8,3, 8
Cincinnati Masters 1998,79,Michael Chang,7,4, 7
Cincinnati Masters 1998,79,Boris Becker,5,5, 5
Cincinnati Masters 1998,79,Jim Courier,5,6, 5
Cincinnati Masters 1998,79,Sergi Bruguera,2,11, 2
Cincinnati Masters 1998,79,Guy Forget,2,12, 2
Cincinnati Masters 1998,79,Pete Sampras,9,2, 9
Cincinnati Masters 1998,79,Goran Ivanisevic,2,13, 2
Cincinnati Masters 1998,79,Michael Stich,2,14, 2
Cincinnati Masters 1998,79,Andrei Medvedev,4,8, 4
Cincinnati Masters 1998,79,Marcelo Rios,4,9, 4
Cincinnati Masters 1998,79,Patrick Rafter,2,15, 2
Stuttgart Masters 1998,80,Stefan Edberg,4,7, 4
Stuttgart Masters 1998,80,Andre Agassi,9,1, 9
Stuttgart Masters 1998,80,Andrei Chesnokov,2,10, 2
Stuttgart Masters 1998,80,Thomas Muster,8,3, 8
Stuttgart Masters 1998,80,Michael Chang,7,4, 7
Stuttgart Masters 1998,80,Boris Becker,5,5, 5
Stuttgart Masters 1998,80,Jim Courier,5,6, 5
Stuttgart Masters 1998,80,Sergi Bruguera,2,11, 2
Stuttgart Masters 1998,80,Guy Forget,2,12, 2
Stuttgart Masters 1998,80,Pete Sampras,9,2, 9
Stuttgart Masters 1998,80,Goran Ivanisevic,2,13, 2
Stuttgart Masters 1998,80,Michael Stich,2,14, 2
Stuttgart Masters 1998,80,Andrei Medvedev,4,8, 4
Stuttgart Masters 1998,80,Marcelo Rios,4,9, 4
Stuttgart Masters 1998,80,Patrick Rafter,2,15, 2
Paris Masters 1998,81,Stefan Edberg,4,7, 4
Paris Masters 1998,81,Andre Agassi,9,1, 9
Paris Masters 1998,81,Andrei Chesnokov,2,10, 2
Paris Masters 1998,81,Thomas Muster,8,3, 8
Paris Masters 1998,81,Michael Chang,7,4, 7
Paris Masters 1998,81,Boris Becker,5,5, 5
Paris Masters 1998,81,Jim Courier,5,6, 5
Paris Masters 1998,81,Sergi Bruguera,2,11, 2
Paris Masters 1998,81,Guy Forget,2,12, 2
Paris Masters 1998,81,Pete Sampras,9,2, 9
Paris Masters 1998,81,Goran Ivanisevic,2,13, 2
Paris Masters 1998,81,Michael Stich,2,14, 2
Paris Masters 1998,81,Andrei Medvedev,4,8, 4
Paris Masters 1998,81,Marcelo Rios,4,9, 4
Paris Masters 1998,81,Patrick Rafter,2,15, 2
Indian Wells Masters 1999,82,Stefan Edberg,4,7, 4
Indian Wells Masters 1999,82,Andre Agassi,9,1, 9
Indian Wells Masters 1999,82,Andrei Chesnokov,2,10, 2
Indian Wells Masters 1999,82,Thomas Muster,8,3, 8
Indian Wells Masters 1999,82,Michael Chang,7,4, 7
Indian Wells Masters 1999,82,Boris Becker,5,5, 5
Indian Wells Masters 1999,82,Jim Courier,5,6, 5
Indian Wells Masters 1999,82,Sergi Bruguera,2,11, 2
Indian Wells Masters 1999,82,Guy Forget,2,12, 2
Indian Wells Masters 1999,82,Pete Sampras,9,2, 9
Indian Wells Masters 1999,82,Goran Ivanisevic,2,13, 2
Indian Wells Masters 1999,82,Michael Stich,2,14, 2
Indian Wells Masters 1999,82,Andrei Medvedev,4,8, 4
Indian Wells Masters 1999,82,Marcelo Rios,4,9, 4
Indian Wells Masters 1999,82,Patrick Rafter,2,15, 2
Miami Masters 1999,83,Stefan Edberg,4,7, 4
Miami Masters 1999,83,Andre Agassi,9,1, 9
Miami Masters 1999,83,Andrei Chesnokov,2,10, 2
Miami Masters 1999,83,Thomas Muster,8,3, 8
Miami Masters 1999,83,Michael Chang,7,4, 7
Miami Masters 1999,83,Boris Becker,5,5, 5
Miami Masters 1999,83,Jim Courier,5,6, 5
Miami Masters 1999,83,Sergi Bruguera,2,11, 2
Miami Masters 1999,83,Guy Forget,2,12, 2
Miami Masters 1999,83,Pete Sampras,9,2, 9
Miami Masters 1999,83,Goran Ivanisevic,2,13, 2
Miami Masters 1999,83,Michael Stich,2,14, 2
Miami Masters 1999,83,Andrei Medvedev,4,8, 4
Miami Masters 1999,83,Marcelo Rios,4,9, 4
Miami Masters 1999,83,Patrick Rafter,2,15, 2
Monte Carlo Masters 1999,84,Stefan Edberg,4,7, 4
Monte Carlo Masters 1999,84,Andre Agassi,9,1, 9
Monte Carlo Masters 1999,84,Andrei Chesnokov,2,10, 2
Monte Carlo Masters 1999,84,Thomas Muster,8,3, 8
Monte Carlo Masters 1999,84,Michael Chang,7,4, 7
Monte Carlo Masters 1999,84,Boris Becker,5,5, 5
Monte Carlo Masters 1999,84,Jim Courier,5,6, 5
Monte Carlo Masters 1999,84,Sergi Bruguera,2,11, 2
Monte Carlo Masters 1999,84,Guy Forget,2,12, 2
Monte Carlo Masters 1999,84,Pete Sampras,9,2, 9
Monte Carlo Masters 1999,84,Goran Ivanisevic,2,13, 2
Monte Carlo Masters 1999,84,Michael Stich,2,14, 2
Monte Carlo Masters 1999,84,Andrei Medvedev,4,8, 4
Monte Carlo Masters 1999,84,Marcelo Rios,4,9, 4
Monte Carlo Masters 1999,84,Patrick Rafter,2,15, 2
Hamburg Masters 1999,85,Stefan Edberg,4,8, 4
Hamburg Masters 1999,85,Andre Agassi,9,1, 9
Hamburg Masters 1999,85,Andrei Chesnokov,2,10, 2
Hamburg Masters 1999,85,Thomas Muster,8,3, 8
Hamburg Masters 1999,85,Michael Chang,7,4, 7
Hamburg Masters 1999,85,Boris Becker,5,5, 5
Hamburg Masters 1999,85,Jim Courier,5,6, 5
Hamburg Masters 1999,85,Sergi Bruguera,2,11, 2
Hamburg Masters 1999,85,Guy Forget,2,12, 2
Hamburg Masters 1999,85,Pete Sampras,9,2, 9
Hamburg Masters 1999,85,Goran Ivanisevic,2,13, 2
Hamburg Masters 1999,85,Michael Stich,2,14, 2
Hamburg Masters 1999,85,Andrei Medvedev,4,9, 4
Hamburg Masters 1999,85,Marcelo Rios,5,7, 5
Hamburg Masters 1999,85,Patrick Rafter,2,15, 2
Rome Masters 1999,86,Stefan Edberg,4,8, 4
Rome Masters 1999,86,Andre Agassi,9,1, 9
Rome Masters 1999,86,Andrei Chesnokov,2,10, 2
Rome Masters 1999,86,Thomas Muster,8,3, 8
Rome Masters 1999,86,Michael Chang,7,4, 7
Rome Masters 1999,86,Boris Becker,5,5, 5
Rome Masters 1999,86,Jim Courier,5,6, 5
Rome Masters 1999,86,Sergi Bruguera,2,11, 2
Rome Masters 1999,86,Guy Forget,2,12, 2
Rome Masters 1999,86,Pete Sampras,9,2, 9
Rome Masters 1999,86,Goran Ivanisevic,2,13, 2
Rome Masters 1999,86,Michael Stich,2,14, 2
Rome Masters 1999,86,Andrei Medvedev,4,9, 4
Rome Masters 1999,86,Marcelo Rios,5,7, 5
Rome Masters 1999,86,Patrick Rafter,2,15, 2
Canada Masters 1999,87,Stefan Edberg,4,8, 4
Canada Masters 1999,87,Andre Agassi,9,1, 9
Canada Masters 1999,87,Andrei Chesnokov,2,10, 2
Canada Masters 1999,87,Thomas Muster,8,3, 8
Canada Masters 1999,87,Michael Chang,7,4, 7
Canada Masters 1999,87,Boris Becker,5,5, 5
Canada Masters 1999,87,Jim Courier,5,6, 5
Canada Masters 1999,87,Sergi Bruguera,2,11, 2
Canada Masters 1999,87,Guy Forget,2,12, 2
Canada Masters 1999,87,Pete Sampras,9,2, 9
Canada Masters 1999,87,Goran Ivanisevic,2,13, 2
Canada Masters 1999,87,Michael Stich,2,14, 2
Canada Masters 1999,87,Andrei Medvedev,4,9, 4
Canada Masters 1999,87,Marcelo Rios,5,7, 5
Canada Masters 1999,87,Patrick Rafter,2,15, 2
Cincinnati Masters 1999,88,Stefan Edberg,4,8, 4
Cincinnati Masters 1999,88,Andre Agassi,9,2, 9
Cincinnati Masters 1999,88,Andrei Chesnokov,2,10, 2
Cincinnati Masters 1999,88,Thomas Muster,8,3, 8
Cincinnati Masters 1999,88,Michael Chang,7,4, 7
Cincinnati Masters 1999,88,Boris Becker,5,5, 5
Cincinnati Masters 1999,88,Jim Courier,5,6, 5
Cincinnati Masters 1999,88,Sergi Bruguera,2,11, 2
Cincinnati Masters 1999,88,Guy Forget,2,12, 2
Cincinnati Masters 1999,88,Pete Sampras,10,1, 10
Cincinnati Masters 1999,88,Goran Ivanisevic,2,13, 2
Cincinnati Masters 1999,88,Michael Stich,2,14, 2
Cincinnati Masters 1999,88,Andrei Medvedev,4,9, 4
Cincinnati Masters 1999,88,Marcelo Rios,5,7, 5
Cincinnati Masters 1999,88,Patrick Rafter,2,15, 2
Stuttgart Masters 1999,89,Stefan Edberg,4,8, 4
Stuttgart Masters 1999,89,Andre Agassi,9,2, 9
Stuttgart Masters 1999,89,Andrei Chesnokov,2,10, 2
Stuttgart Masters 1999,89,Thomas Muster,8,3, 8
Stuttgart Masters 1999,89,Michael Chang,7,4, 7
Stuttgart Masters 1999,89,Boris Becker,5,5, 5
Stuttgart Masters 1999,89,Jim Courier,5,6, 5
Stuttgart Masters 1999,89,Sergi Bruguera,2,11, 2
Stuttgart Masters 1999,89,Guy Forget,2,12, 2
Stuttgart Masters 1999,89,Pete Sampras,10,1, 10
Stuttgart Masters 1999,89,Goran Ivanisevic,2,13, 2
Stuttgart Masters 1999,89,Michael Stich,2,14, 2
Stuttgart Masters 1999,89,Andrei Medvedev,4,9, 4
Stuttgart Masters 1999,89,Thomas Enqvist,2,15, 2
Stuttgart Masters 1999,89,Marcelo Rios,5,7, 5
Paris Masters 1999,90,Stefan Edberg,4,8, 4
Paris Masters 1999,90,Andre Agassi,10,1, 10
Paris Masters 1999,90,Andrei Chesnokov,2,10, 2
Paris Masters 1999,90,Thomas Muster,8,3, 8
Paris Masters 1999,90,Michael Chang,7,4, 7
Paris Masters 1999,90,Boris Becker,5,5, 5
Paris Masters 1999,90,Jim Courier,5,6, 5
Paris Masters 1999,90,Sergi Bruguera,2,11, 2
Paris Masters 1999,90,Guy Forget,2,12, 2
Paris Masters 1999,90,Pete Sampras,10,2, 10
Paris Masters 1999,90,Goran Ivanisevic,2,13, 2
Paris Masters 1999,90,Michael Stich,2,14, 2
Paris Masters 1999,90,Andrei Medvedev,4,9, 4
Paris Masters 1999,90,Thomas Enqvist,2,15, 2
Paris Masters 1999,90,Marcelo Rios,5,7, 5
Indian Wells Masters 2000,91,Stefan Edberg,4,8, 4
Indian Wells Masters 2000,91,Andre Agassi,10,1, 10
Indian Wells Masters 2000,91,Andrei Chesnokov,2,10, 2
Indian Wells Masters 2000,91,Thomas Muster,8,3, 8
Indian Wells Masters 2000,91,Michael Chang,7,4, 7
Indian Wells Masters 2000,91,Boris Becker,5,5, 5
Indian Wells Masters 2000,91,Jim Courier,5,6, 5
Indian Wells Masters 2000,91,Sergi Bruguera,2,11, 2
Indian Wells Masters 2000,91,Guy Forget,2,12, 2
Indian Wells Masters 2000,91,Pete Sampras,10,2, 10
Indian Wells Masters 2000,91,Goran Ivanisevic,2,13, 2
Indian Wells Masters 2000,91,Michael Stich,2,14, 2
Indian Wells Masters 2000,91,Andrei Medvedev,4,9, 4
Indian Wells Masters 2000,91,Thomas Enqvist,2,15, 2
Indian Wells Masters 2000,91,Marcelo Rios,5,7, 5
Miami Masters 2000,92,Stefan Edberg,4,8, 4
Miami Masters 2000,92,Andre Agassi,10,2, 10
Miami Masters 2000,92,Andrei Chesnokov,2,10, 2
Miami Masters 2000,92,Thomas Muster,8,3, 8
Miami Masters 2000,92,Michael Chang,7,4, 7
Miami Masters 2000,92,Boris Becker,5,5, 5
Miami Masters 2000,92,Jim Courier,5,6, 5
Miami Masters 2000,92,Sergi Bruguera,2,11, 2
Miami Masters 2000,92,Guy Forget,2,12, 2
Miami Masters 2000,92,Pete Sampras,11,1, 11
Miami Masters 2000,92,Goran Ivanisevic,2,13, 2
Miami Masters 2000,92,Michael Stich,2,14, 2
Miami Masters 2000,92,Andrei Medvedev,4,9, 4
Miami Masters 2000,92,Thomas Enqvist,2,15, 2
Miami Masters 2000,92,Marcelo Rios,5,7, 5
Monte Carlo Masters 2000,93,Stefan Edberg,4,8, 4
Monte Carlo Masters 2000,93,Andre Agassi,10,2, 10
Monte Carlo Masters 2000,93,Andrei Chesnokov,2,10, 2
Monte Carlo Masters 2000,93,Thomas Muster,8,3, 8
Monte Carlo Masters 2000,93,Michael Chang,7,4, 7
Monte Carlo Masters 2000,93,Boris Becker,5,5, 5
Monte Carlo Masters 2000,93,Jim Courier,5,6, 5
Monte Carlo Masters 2000,93,Sergi Bruguera,2,11, 2
Monte Carlo Masters 2000,93,Guy Forget,2,12, 2
Monte Carlo Masters 2000,93,Pete Sampras,11,1, 11
Monte Carlo Masters 2000,93,Goran Ivanisevic,2,13, 2
Monte Carlo Masters 2000,93,Michael Stich,2,14, 2
Monte Carlo Masters 2000,93,Andrei Medvedev,4,9, 4
Monte Carlo Masters 2000,93,Thomas Enqvist,2,15, 2
Monte Carlo Masters 2000,93,Marcelo Rios,5,7, 5
Rome Masters 2000,94,Stefan Edberg,4,8, 4
Rome Masters 2000,94,Andre Agassi,10,2, 10
Rome Masters 2000,94,Andrei Chesnokov,2,10, 2
Rome Masters 2000,94,Thomas Muster,8,3, 8
Rome Masters 2000,94,Michael Chang,7,4, 7
Rome Masters 2000,94,Boris Becker,5,5, 5
Rome Masters 2000,94,Jim Courier,5,6, 5
Rome Masters 2000,94,Sergi Bruguera,2,11, 2
Rome Masters 2000,94,Guy Forget,2,12, 2
Rome Masters 2000,94,Pete Sampras,11,1, 11
Rome Masters 2000,94,Goran Ivanisevic,2,13, 2
Rome Masters 2000,94,Michael Stich,2,14, 2
Rome Masters 2000,94,Andrei Medvedev,4,9, 4
Rome Masters 2000,94,Thomas Enqvist,2,15, 2
Rome Masters 2000,94,Marcelo Rios,5,7, 5
Hamburg Masters 2000,95,Stefan Edberg,4,8, 4
Hamburg Masters 2000,95,Andre Agassi,10,2, 10
Hamburg Masters 2000,95,Andrei Chesnokov,2,11, 2
Hamburg Masters 2000,95,Thomas Muster,8,3, 8
Hamburg Masters 2000,95,Michael Chang,7,4, 7
Hamburg Masters 2000,95,Boris Becker,5,5, 5
Hamburg Masters 2000,95,Jim Courier,5,6, 5
Hamburg Masters 2000,95,Sergi Bruguera,2,12, 2
Hamburg Masters 2000,95,Guy Forget,2,13, 2
Hamburg Masters 2000,95,Pete Sampras,11,1, 11
Hamburg Masters 2000,95,Goran Ivanisevic,2,14, 2
Hamburg Masters 2000,95,Michael Stich,2,15, 2
Hamburg Masters 2000,95,Andrei Medvedev,4,9, 4
Hamburg Masters 2000,95,Marcelo Rios,5,7, 5
Hamburg Masters 2000,95,Gustavo Kuerten,3,10, 3
Canada Masters 2000,96,Stefan Edberg,4,8, 4
Canada Masters 2000,96,Andre Agassi,10,2, 10
Canada Masters 2000,96,Andrei Chesnokov,2,11, 2
Canada Masters 2000,96,Thomas Muster,8,3, 8
Canada Masters 2000,96,Michael Chang,7,4, 7
Canada Masters 2000,96,Boris Becker,5,5, 5
Canada Masters 2000,96,Jim Courier,5,6, 5
Canada Masters 2000,96,Sergi Bruguera,2,12, 2
Canada Masters 2000,96,Guy Forget,2,13, 2
Canada Masters 2000,96,Pete Sampras,11,1, 11
Canada Masters 2000,96,Goran Ivanisevic,2,14, 2
Canada Masters 2000,96,Michael Stich,2,15, 2
Canada Masters 2000,96,Andrei Medvedev,4,9, 4
Canada Masters 2000,96,Marcelo Rios,5,7, 5
Canada Masters 2000,96,Gustavo Kuerten,3,10, 3
Cincinnati Masters 2000,97,Stefan Edberg,4,8, 4
Cincinnati Masters 2000,97,Andre Agassi,10,2, 10
Cincinnati Masters 2000,97,Andrei Chesnokov,2,12, 2
